Member_ID,Seasonal_Pass,Purchase_Count,Total_Spent,Avg_Purchase,Games_Attended,Age_Group,Region
10017801,False,2,165,82.5,4,18-25,Domestic
10017802,False,2,227,113.5,5,26-40,Domestic
10017803,False,2,75,37.5,6,26-40,Domestic
10017804,False,2,304,152.0,8,18-25,Domestic
10017805,False,1,152,152.0,2,26-40,Domestic
10017806,False,2,227,113.5,8,18-25,Domestic
10017807,False,2,304,152.0,5,18-25,International
10017808,False,2,242,121.0,6,18-25,Domestic
10017809,False,1,25,25.0,2,18-25,Domestic
10017810,False,2,85,42.5,3,41-60,Domestic
10017811,False,2,227,113.5,3,18-25,Domestic
10017812,False,1,152,152.0,7,<18,Domestic
10017813,False,2,202,101.0,5,18-25,International
10017814,False,1,152,152.0,1,18-25,Domestic
10017815,False,1,152,152.0,5,26-40,Domestic
10017816,False,2,180,90.0,7,26-40,Domestic
10017817,False,1,75,75.0,8,18-25,Domestic
10017818,False,1,25,25.0,7,18-25,Domestic
10017819,False,2,304,152.0,8,18-25,Domestic
10017820,False,1,152,152.0,1,26-40,Domestic
10017821,False,1,90,90.0,6,18-25,Domestic
10017822,False,2,187,93.5,3,41-60,Domestic
10017823,False,2,165,82.5,5,26-40,Domestic
10017824,False,2,192,96.0,6,<18,Domestic
10017825,False,1,152,152.0,8,18-25,Domestic
10017826,False,1,90,90.0,3,18-25,Domestic
10017827,False,2,165,82.5,7,18-25,Domestic
10017828,False,2,100,50.0,6,<18,Domestic
10017829,False,2,110,55.0,1,18-25,Domestic
10017830,False,1,152,152.0,3,41-60,Domestic
10017831,False,1,152,152.0,3,18-25,Domestic
10017832,False,1,152,152.0,5,26-40,Domestic
10017833,False,2,242,121.0,6,26-40,Domestic
10017834,False,2,304,152.0,1,26-40,International
10017835,False,1,152,152.0,4,26-40,Domestic
10017836,False,1,152,152.0,7,18-25,Domestic
10017837,True,2,304,152.0,23,18-25,Domestic
10017838,False,2,177,88.5,5,26-40,Domestic
10017839,False,2,192,96.0,8,18-25,Domestic
10017840,False,2,304,152.0,8,18-25,International
10017841,False,1,90,90.0,1,18-25,Domestic
10017842,False,2,304,152.0,1,18-25,Domestic
10017843,False,1,50,50.0,3,18-25,Domestic
10017844,False,1,75,75.0,7,60+,Domestic
10017845,False,2,75,37.5,4,41-60,Domestic
10017846,False,2,65,32.5,6,26-40,Domestic
10017847,False,2,304,152.0,4,18-25,Domestic
10017848,False,2,304,152.0,7,18-25,Domestic
10017849,False,2,150,75.0,7,18-25,Domestic
10017850,False,1,152,152.0,5,18-25,International
10017851,False,1,75,75.0,8,60+,International
10017852,False,2,115,57.5,8,41-60,Domestic
10017853,True,2,227,113.5,30,18-25,Domestic
10017854,False,2,110,55.0,3,18-25,Domestic
10017855,False,2,177,88.5,1,60+,Domestic
10017856,False,2,242,121.0,7,18-25,Domestic
10017857,False,2,125,62.5,4,18-25,Domestic
10017858,False,2,202,101.0,5,18-25,Domestic
10017859,False,2,304,152.0,7,41-60,Domestic
10017860,False,2,202,101.0,3,<18,Domestic
10017861,False,2,304,152.0,5,<18,International
10017862,True,1,152,152.0,26,26-40,Domestic
10017863,True,2,304,152.0,17,18-25,Domestic
10017864,False,2,40,20.0,6,18-25,Domestic
10017865,False,1,25,25.0,2,26-40,Domestic
10017866,False,2,227,113.5,1,26-40,Domestic
10017867,False,2,192,96.0,1,18-25,Domestic
10017868,False,2,304,152.0,4,60+,Domestic
10017869,False,2,202,101.0,1,18-25,Domestic
10017870,False,2,227,113.5,4,41-60,Domestic
10017871,False,1,75,75.0,6,18-25,International
10017872,False,2,70,35.0,7,18-25,International
10017873,False,2,227,113.5,1,18-25,Domestic
10017874,False,2,115,57.5,1,18-25,Domestic
10017875,False,2,150,75.0,4,18-25,Domestic
10017876,False,1,152,152.0,2,18-25,Domestic
10017877,False,1,20,20.0,6,60+,Domestic
10017878,False,2,192,96.0,4,26-40,International
10017879,False,2,165,82.5,2,18-25,Domestic
10017880,False,1,40,40.0,3,18-25,Domestic
10017881,True,2,150,75.0,17,26-40,Domestic
10017882,False,1,90,90.0,1,26-40,Domestic
10017883,False,2,227,113.5,4,60+,Domestic
10017884,False,2,242,121.0,2,41-60,Domestic
10017885,False,2,165,82.5,6,18-25,Domestic
10017886,False,2,227,113.5,6,26-40,Domestic
10017887,False,2,202,101.0,6,18-25,Domestic
10017888,False,1,20,20.0,8,18-25,International
10017889,False,2,227,113.5,4,26-40,Domestic
10017890,False,1,152,152.0,7,26-40,Domestic
10017891,False,2,227,113.5,5,41-60,International
10017892,False,2,110,55.0,5,26-40,Domestic
10017893,False,2,242,121.0,7,41-60,Domestic
10017894,False,1,152,152.0,1,18-25,Domestic
10017895,False,2,227,113.5,3,18-25,Domestic
10017896,False,2,172,86.0,2,26-40,Domestic
10017897,False,1,152,152.0,8,18-25,Domestic
10017898,False,1,25,25.0,5,18-25,Domestic
10017899,False,1,152,152.0,8,26-40,Domestic
10017900,False,2,100,50.0,8,18-25,Domestic
10017901,False,1,152,152.0,8,41-60,Domestic
10017902,False,2,85,42.5,2,18-25,Domestic
10017903,True,2,242,121.0,15,<18,Domestic
10017904,False,2,187,93.5,7,41-60,Domestic
10017905,False,1,75,75.0,4,26-40,Domestic
10017906,False,1,90,90.0,1,18-25,Domestic
10017907,False,2,75,37.5,3,41-60,Domestic
10017908,False,1,90,90.0,7,18-25,Domestic
10017909,False,2,70,35.0,7,26-40,Domestic
10017910,False,2,304,152.0,1,18-25,Domestic
10017911,False,2,165,82.5,1,18-25,Domestic
10017912,True,1,75,75.0,24,18-25,Domestic
10017913,True,1,152,152.0,27,26-40,Domestic
10017914,False,1,25,25.0,7,18-25,International
10017915,False,2,227,113.5,6,18-25,Domestic
10017916,False,1,152,152.0,3,41-60,Domestic
10017917,False,1,152,152.0,5,18-25,Domestic
10017918,False,2,242,121.0,8,26-40,Domestic
10017919,False,2,60,30.0,5,18-25,Domestic
10017920,False,2,140,70.0,6,26-40,International
10017921,False,1,75,75.0,3,18-25,International
10017922,False,1,50,50.0,4,18-25,Domestic
10017923,False,2,192,96.0,3,26-40,Domestic
10017924,False,2,242,121.0,7,26-40,Domestic
10017925,False,2,304,152.0,3,18-25,Domestic
10017926,False,1,20,20.0,6,26-40,Domestic
10017927,False,2,242,121.0,2,18-25,International
10017928,False,1,152,152.0,1,18-25,Domestic
10017929,False,2,100,50.0,7,<18,Domestic
10017930,False,1,75,75.0,8,18-25,Domestic
10017931,False,2,60,30.0,4,60+,Domestic
10017932,False,2,192,96.0,5,18-25,Domestic
10017933,False,2,242,121.0,4,41-60,Domestic
10017934,False,2,304,152.0,4,41-60,Domestic
10017935,False,2,125,62.5,5,26-40,International
10017936,False,1,75,75.0,8,41-60,Domestic
10017937,False,2,110,55.0,1,26-40,Domestic
10017938,False,2,304,152.0,1,26-40,Domestic
10017939,False,1,90,90.0,3,41-60,Domestic
10017940,False,2,304,152.0,3,26-40,Domestic
10017941,True,1,75,75.0,21,26-40,Domestic
10017942,False,1,152,152.0,7,18-25,Domestic
10017943,False,2,304,152.0,6,18-25,Domestic
10017944,False,2,242,121.0,4,18-25,International
10017945,False,2,150,75.0,1,26-40,Domestic
10017946,False,1,75,75.0,5,18-25,Domestic
10017947,False,2,75,37.5,5,41-60,Domestic
10017948,False,1,152,152.0,6,60+,Domestic
10017949,False,1,152,152.0,6,18-25,International
10017950,False,1,152,152.0,2,18-25,Domestic
10017951,False,2,177,88.5,3,26-40,Domestic
10017952,False,2,304,152.0,5,18-25,Domestic
10017953,False,1,152,152.0,4,18-25,Domestic
10017954,False,1,50,50.0,4,26-40,Domestic
10017955,False,2,172,86.0,5,18-25,Domestic
10017956,False,2,304,152.0,8,<18,Domestic
10017957,False,1,35,35.0,6,26-40,Domestic
10017958,False,1,75,75.0,8,41-60,Domestic
10017959,False,1,152,152.0,8,18-25,International
10017960,True,2,187,93.5,15,41-60,Domestic
10017961,True,2,172,86.0,18,41-60,Domestic
10017962,False,1,90,90.0,4,18-25,Domestic
10017963,False,1,152,152.0,2,41-60,International
10017964,True,1,152,152.0,15,26-40,Domestic
10017965,False,1,75,75.0,7,18-25,Domestic
10017966,False,2,177,88.5,3,26-40,Domestic
10017967,False,1,90,90.0,8,60+,Domestic
10017968,False,2,192,96.0,7,18-25,Domestic
10017969,False,2,85,42.5,4,26-40,Domestic
10017970,False,2,115,57.5,8,18-25,Domestic
10017971,False,1,40,40.0,1,26-40,Domestic
10017972,False,1,20,20.0,4,18-25,International
10017973,False,2,304,152.0,4,26-40,Domestic
10017974,False,1,152,152.0,4,26-40,Domestic
10017975,False,2,187,93.5,3,18-25,Domestic
10017976,False,1,152,152.0,6,26-40,Domestic
10017977,False,1,152,152.0,5,<18,Domestic
10017978,False,2,242,121.0,1,26-40,Domestic
10017979,False,1,152,152.0,2,41-60,International
10017980,False,2,110,55.0,4,18-25,Domestic
10017981,False,2,202,101.0,3,18-25,Domestic
10017982,True,2,165,82.5,25,26-40,Domestic
10017983,False,1,20,20.0,8,18-25,Domestic
10017984,False,2,242,121.0,5,<18,Domestic
10017985,False,2,304,152.0,1,18-25,Domestic
10017986,False,2,187,93.5,6,18-25,Domestic
10017987,False,2,227,113.5,2,26-40,Domestic
10017988,False,2,192,96.0,2,41-60,Domestic
10017989,False,2,192,96.0,8,18-25,Domestic
10017990,False,2,192,96.0,1,18-25,Domestic
10017991,False,1,75,75.0,2,26-40,Domestic
10017992,False,2,227,113.5,7,26-40,Domestic
10017993,False,2,242,121.0,4,26-40,Domestic
10017994,False,1,50,50.0,3,18-25,Domestic
10017995,True,2,110,55.0,19,26-40,Domestic
10017996,False,2,227,113.5,3,18-25,Domestic
10017997,True,2,304,152.0,18,26-40,Domestic
10017998,False,1,152,152.0,5,60+,Domestic
10017999,False,2,304,152.0,4,18-25,Domestic
10018000,False,1,152,152.0,6,18-25,Domestic
10018001,False,1,25,25.0,1,41-60,Domestic
10018002,False,1,152,152.0,8,18-25,Domestic
10018003,False,2,172,86.0,6,41-60,International
10018004,False,1,90,90.0,5,60+,Domestic
10018005,False,2,227,113.5,6,18-25,Domestic
10018006,False,2,242,121.0,3,18-25,Domestic
10018007,False,2,304,152.0,4,<18,Domestic
10018008,False,2,304,152.0,4,41-60,Domestic
10018009,False,2,304,152.0,8,18-25,Domestic
10018010,False,2,242,121.0,8,18-25,Domestic
10018011,True,2,172,86.0,20,18-25,Domestic
10018012,False,1,35,35.0,8,41-60,Domestic
10018013,False,2,242,121.0,8,26-40,Domestic
10018014,False,2,202,101.0,3,18-25,Domestic
10018015,False,1,152,152.0,7,18-25,Domestic
10018016,False,2,192,96.0,4,26-40,Domestic
10018017,False,1,50,50.0,4,18-25,Domestic
10018018,False,2,242,121.0,1,18-25,Domestic
10018019,False,2,242,121.0,6,41-60,Domestic
10018020,False,2,172,86.0,2,<18,Domestic
10018021,False,1,152,152.0,8,41-60,Domestic
10018022,False,2,125,62.5,6,18-25,Domestic
10018023,False,2,242,121.0,2,26-40,Domestic
10018024,False,1,152,152.0,4,41-60,Domestic
10018025,False,2,187,93.5,3,26-40,Domestic
10018026,False,2,187,93.5,4,60+,Domestic
10018027,False,1,35,35.0,6,26-40,Domestic
10018028,False,1,152,152.0,2,60+,Domestic
10018029,False,1,152,152.0,2,26-40,Domestic
10018030,False,1,152,152.0,3,18-25,Domestic
10018031,False,2,187,93.5,5,18-25,Domestic
10018032,False,1,90,90.0,7,18-25,Domestic
10018033,False,2,202,101.0,2,41-60,International
10018034,False,2,130,65.0,1,18-25,Domestic
10018035,False,2,227,113.5,4,18-25,International
10018036,False,2,242,121.0,2,18-25,Domestic
10018037,False,1,90,90.0,6,26-40,Domestic
10018038,False,1,152,152.0,4,18-25,Domestic
10018039,False,1,152,152.0,8,26-40,Domestic
10018040,False,1,152,152.0,6,18-25,Domestic
10018041,False,2,165,82.5,3,26-40,Domestic
10018042,False,2,227,113.5,5,18-25,Domestic
10018043,False,1,35,35.0,6,26-40,Domestic
10018044,False,2,227,113.5,5,18-25,Domestic
10018045,False,1,75,75.0,6,41-60,Domestic
10018046,False,1,90,90.0,1,<18,Domestic
10018047,False,1,20,20.0,8,26-40,Domestic
10018048,False,1,25,25.0,7,18-25,Domestic
10018049,False,2,304,152.0,2,18-25,International
10018050,False,2,202,101.0,3,18-25,Domestic
10018051,False,2,110,55.0,4,<18,Domestic
10018052,False,2,202,101.0,2,18-25,Domestic
10018053,False,2,227,113.5,2,26-40,Domestic
10018054,True,2,165,82.5,21,41-60,Domestic
10018055,False,2,192,96.0,2,18-25,Domestic
10018056,False,1,35,35.0,3,18-25,Domestic
10018057,False,2,242,121.0,6,18-25,Domestic
10018058,False,2,187,93.5,6,18-25,Domestic
10018059,False,1,152,152.0,8,41-60,Domestic
10018060,False,2,187,93.5,3,41-60,Domestic
10018061,False,2,150,75.0,1,18-25,Domestic
10018062,False,2,242,121.0,3,18-25,Domestic
10018063,False,1,152,152.0,1,26-40,Domestic
10018064,False,2,100,50.0,8,<18,Domestic
10018065,False,1,35,35.0,6,18-25,Domestic
10018066,False,2,304,152.0,3,<18,Domestic
10018067,False,1,152,152.0,8,26-40,Domestic
10018068,False,2,202,101.0,6,41-60,Domestic
10018069,False,2,172,86.0,3,26-40,Domestic
10018070,False,1,75,75.0,3,26-40,Domestic
10018071,False,1,152,152.0,8,<18,Domestic
10018072,False,1,152,152.0,6,18-25,Domestic
10018073,False,2,242,121.0,7,18-25,Domestic
10018074,False,1,152,152.0,4,26-40,Domestic
10018075,False,2,242,121.0,7,26-40,Domestic
10018076,False,1,75,75.0,8,18-25,Domestic
10018077,False,1,152,152.0,7,41-60,Domestic
10018078,False,1,40,40.0,4,26-40,Domestic
10018079,False,1,152,152.0,6,41-60,International
10018080,False,1,90,90.0,3,60+,Domestic
10018081,False,1,75,75.0,6,26-40,International
10018082,False,2,177,88.5,1,60+,International
10018083,False,2,192,96.0,2,18-25,Domestic
10018084,False,1,152,152.0,1,<18,Domestic
10018085,False,1,90,90.0,8,60+,Domestic
10018086,False,2,304,152.0,8,18-25,International
10018087,False,2,202,101.0,6,18-25,Domestic
10018088,False,2,227,113.5,1,26-40,International
10018089,False,1,25,25.0,3,26-40,Domestic
10018090,False,1,152,152.0,6,<18,Domestic
10018091,False,2,242,121.0,8,18-25,Domestic
10018092,False,2,192,96.0,7,18-25,Domestic
10018093,False,2,187,93.5,7,26-40,Domestic
10018094,False,2,227,113.5,8,26-40,Domestic
10018095,False,2,227,113.5,2,18-25,Domestic
10018096,False,1,25,25.0,3,<18,Domestic
10018097,False,1,152,152.0,4,26-40,Domestic
10018098,False,1,35,35.0,6,18-25,Domestic
10018099,False,2,227,113.5,4,18-25,Domestic
10018100,False,2,227,113.5,1,<18,Domestic
10018101,False,1,75,75.0,8,26-40,Domestic
10018102,False,1,25,25.0,6,18-25,Domestic
10018103,False,1,152,152.0,7,18-25,International
10018104,False,1,152,152.0,5,18-25,Domestic
10018105,False,2,304,152.0,7,18-25,Domestic
10018106,False,1,25,25.0,3,26-40,Domestic
10018107,False,2,177,88.5,3,41-60,Domestic
10018108,False,2,187,93.5,7,18-25,International
10018109,False,1,152,152.0,5,26-40,Domestic
10018110,False,2,165,82.5,2,41-60,Domestic
10018111,False,1,152,152.0,1,18-25,Domestic
10018112,False,1,152,152.0,5,<18,Domestic
10018113,False,2,180,90.0,1,<18,International
10018114,False,2,165,82.5,6,26-40,International
10018115,True,2,227,113.5,20,26-40,Domestic
10018116,False,1,152,152.0,6,18-25,International
10018117,False,2,150,75.0,7,26-40,Domestic
10018118,False,2,304,152.0,7,18-25,Domestic
10018119,False,2,192,96.0,8,41-60,Domestic
10018120,False,1,152,152.0,4,26-40,Domestic
10018121,False,1,152,152.0,1,<18,Domestic
10018122,False,1,90,90.0,1,41-60,Domestic
10018123,False,1,152,152.0,8,18-25,Domestic
10018124,False,1,152,152.0,5,18-25,Domestic
10018125,False,1,25,25.0,4,<18,Domestic
10018126,False,2,165,82.5,3,18-25,Domestic
10018127,False,1,40,40.0,4,18-25,Domestic
10018128,False,2,304,152.0,7,18-25,Domestic
10018129,False,2,95,47.5,7,<18,Domestic
10018130,False,1,35,35.0,5,18-25,Domestic
10018131,True,2,304,152.0,26,26-40,Domestic
10018132,False,1,152,152.0,7,18-25,International
10018133,False,2,110,55.0,1,26-40,Domestic
10018134,False,2,165,82.5,8,18-25,International
10018135,False,2,172,86.0,2,18-25,International
10018136,True,2,192,96.0,25,18-25,Domestic
10018137,False,1,25,25.0,1,18-25,Domestic
10018138,False,2,242,121.0,2,<18,Domestic
10018139,False,1,40,40.0,5,18-25,Domestic
10018140,False,1,75,75.0,4,18-25,Domestic
10018141,False,1,25,25.0,5,60+,Domestic
10018142,False,2,60,30.0,6,26-40,Domestic
10018143,False,2,177,88.5,8,18-25,Domestic
10018144,False,2,187,93.5,4,26-40,Domestic
10018145,False,1,75,75.0,1,18-25,Domestic
10018146,False,2,227,113.5,8,26-40,Domestic
10018147,False,2,242,121.0,5,18-25,Domestic
10018148,False,2,100,50.0,6,18-25,Domestic
10018149,False,1,152,152.0,5,18-25,Domestic
10018150,False,1,40,40.0,3,18-25,Domestic
10018151,False,2,125,62.5,4,41-60,Domestic
10018152,False,1,152,152.0,5,18-25,Domestic
10018153,False,2,165,82.5,4,18-25,International
10018154,False,2,172,86.0,8,26-40,Domestic
10018155,False,2,304,152.0,7,18-25,Domestic
10018156,False,2,100,50.0,4,18-25,International
10018157,False,2,242,121.0,2,18-25,Domestic
10018158,False,2,304,152.0,5,18-25,Domestic
10018159,False,2,304,152.0,7,18-25,Domestic
10018160,False,2,177,88.5,6,18-25,Domestic
10018161,False,2,140,70.0,5,18-25,Domestic
10018162,False,2,202,101.0,6,18-25,Domestic
10018163,False,2,55,27.5,4,60+,Domestic
10018164,False,2,227,113.5,6,18-25,Domestic
10018165,False,1,35,35.0,1,41-60,Domestic
10018166,False,2,242,121.0,5,41-60,Domestic
10018167,False,1,35,35.0,4,18-25,Domestic
10018168,False,2,304,152.0,2,18-25,Domestic
10018169,False,2,180,90.0,2,26-40,Domestic
10018170,False,2,187,93.5,6,18-25,Domestic
10018171,False,2,70,35.0,1,26-40,Domestic
10018172,False,2,202,101.0,4,18-25,Domestic
10018173,False,1,152,152.0,5,18-25,Domestic
10018174,True,2,227,113.5,17,41-60,Domestic
10018175,False,2,242,121.0,7,18-25,Domestic
10018176,False,1,50,50.0,4,18-25,Domestic
10018177,False,1,152,152.0,4,18-25,Domestic
10018178,False,2,304,152.0,1,26-40,Domestic
10018179,False,1,75,75.0,4,41-60,Domestic
10018180,False,1,152,152.0,8,18-25,Domestic
10018181,False,1,90,90.0,3,41-60,Domestic
10018182,False,2,172,86.0,1,18-25,Domestic
10018183,True,2,172,86.0,23,60+,Domestic
10018184,False,1,152,152.0,4,26-40,Domestic
10018185,False,2,227,113.5,7,18-25,International
10018186,False,1,152,152.0,5,18-25,Domestic
10018187,False,1,50,50.0,8,18-25,Domestic
10018188,False,1,35,35.0,6,18-25,Domestic
10018189,False,1,75,75.0,1,41-60,Domestic
10018190,False,1,40,40.0,4,26-40,Domestic
10018191,False,2,187,93.5,4,18-25,Domestic
10018192,False,1,152,152.0,7,18-25,Domestic
10018193,True,1,50,50.0,30,41-60,Domestic
10018194,False,2,242,121.0,1,18-25,Domestic
10018195,False,2,304,152.0,8,18-25,Domestic
10018196,False,2,242,121.0,2,41-60,Domestic
10018197,False,2,304,152.0,5,18-25,Domestic
10018198,False,2,90,45.0,6,18-25,Domestic
10018199,False,1,20,20.0,8,18-25,Domestic
10018200,False,2,115,57.5,4,18-25,International
10018201,False,2,227,113.5,7,26-40,Domestic
10018202,True,2,125,62.5,25,18-25,Domestic
10018203,False,1,50,50.0,1,26-40,International
10018204,False,1,152,152.0,8,26-40,International
10018205,False,2,180,90.0,6,41-60,Domestic
10018206,False,1,35,35.0,7,18-25,International
10018207,False,1,152,152.0,1,60+,International
10018208,False,2,150,75.0,1,18-25,Domestic
10018209,False,1,152,152.0,6,26-40,Domestic
10018210,False,1,35,35.0,6,18-25,Domestic
10018211,False,2,180,90.0,5,41-60,Domestic
10018212,False,1,152,152.0,4,26-40,Domestic
10018213,False,2,140,70.0,8,<18,Domestic
10018214,False,2,172,86.0,3,18-25,Domestic
10018215,False,2,187,93.5,1,<18,Domestic
10018216,False,1,152,152.0,1,<18,Domestic
10018217,False,1,35,35.0,1,18-25,Domestic
10018218,False,1,75,75.0,3,60+,International
10018219,False,1,90,90.0,4,26-40,International
10018220,False,1,152,152.0,4,26-40,Domestic
10018221,False,1,152,152.0,8,41-60,Domestic
10018222,False,2,227,113.5,4,26-40,Domestic
10018223,False,2,304,152.0,6,26-40,Domestic
10018224,False,1,75,75.0,4,<18,Domestic
10018225,True,2,165,82.5,28,18-25,International
10018226,False,2,150,75.0,5,18-25,Domestic
10018227,False,1,152,152.0,3,18-25,Domestic
10018228,False,2,70,35.0,8,60+,Domestic
10018229,False,1,152,152.0,3,26-40,Domestic
10018230,False,1,152,152.0,7,18-25,Domestic
10018231,False,2,227,113.5,1,26-40,Domestic
10018232,False,2,110,55.0,5,26-40,Domestic
10018233,False,1,152,152.0,1,26-40,Domestic
10018234,False,1,90,90.0,1,18-25,Domestic
10018235,False,2,304,152.0,1,41-60,Domestic
10018236,False,1,152,152.0,1,41-60,Domestic
10018237,False,1,90,90.0,5,<18,Domestic
10018238,False,1,152,152.0,2,41-60,Domestic
10018239,True,1,75,75.0,15,26-40,Domestic
10018240,False,2,172,86.0,6,18-25,Domestic
10018241,True,2,227,113.5,29,41-60,Domestic
10018242,False,1,25,25.0,2,26-40,Domestic
10018243,False,1,20,20.0,7,41-60,Domestic
10018244,False,1,40,40.0,7,26-40,Domestic
10018245,False,1,152,152.0,1,26-40,Domestic
10018246,False,1,152,152.0,1,26-40,Domestic
10018247,False,1,152,152.0,2,41-60,Domestic
10018248,False,2,227,113.5,6,18-25,Domestic
10018249,False,2,187,93.5,1,<18,International
10018250,True,2,304,152.0,17,26-40,Domestic
10018251,False,1,152,152.0,5,41-60,Domestic
10018252,False,1,20,20.0,8,<18,Domestic
10018253,False,1,25,25.0,5,60+,Domestic
10018254,False,2,227,113.5,2,18-25,Domestic
10018255,False,1,50,50.0,4,<18,Domestic
10018256,False,1,90,90.0,4,18-25,Domestic
10018257,False,2,304,152.0,8,18-25,Domestic
10018258,False,2,227,113.5,5,18-25,Domestic
10018259,False,1,152,152.0,3,26-40,Domestic
10018260,False,1,25,25.0,8,41-60,Domestic
10018261,False,1,75,75.0,5,41-60,Domestic
10018262,True,1,152,152.0,29,18-25,Domestic
10018263,True,1,75,75.0,28,18-25,Domestic
10018264,False,2,242,121.0,6,60+,Domestic
10018265,False,2,192,96.0,6,18-25,Domestic
10018266,False,1,152,152.0,4,60+,International
10018267,False,2,110,55.0,3,18-25,Domestic
10018268,False,2,227,113.5,1,18-25,Domestic
10018269,False,1,75,75.0,1,<18,Domestic
10018270,False,1,35,35.0,8,18-25,Domestic
10018271,True,2,242,121.0,29,26-40,Domestic
10018272,False,2,227,113.5,6,18-25,Domestic
10018273,False,1,75,75.0,7,41-60,Domestic
10018274,False,2,227,113.5,7,18-25,Domestic
10018275,False,1,35,35.0,5,18-25,Domestic
10018276,False,2,202,101.0,1,18-25,Domestic
10018277,False,2,180,90.0,1,18-25,Domestic
10018278,False,2,100,50.0,7,18-25,Domestic
10018279,False,1,152,152.0,7,41-60,Domestic
10018280,False,1,152,152.0,3,26-40,Domestic
10018281,False,1,50,50.0,1,18-25,International
10018282,False,2,192,96.0,8,18-25,Domestic
10018283,False,1,75,75.0,2,26-40,Domestic
10018284,False,2,60,30.0,1,26-40,Domestic
10018285,False,2,202,101.0,8,26-40,Domestic
10018286,False,1,152,152.0,4,18-25,Domestic
10018287,False,1,40,40.0,5,18-25,Domestic
10018288,False,1,90,90.0,6,26-40,International
10018289,False,2,100,50.0,6,26-40,Domestic
10018290,False,1,152,152.0,5,26-40,Domestic
10018291,False,2,187,93.5,4,<18,Domestic
10018292,False,2,304,152.0,1,18-25,Domestic
10018293,False,1,152,152.0,1,60+,Domestic
10018294,False,1,152,152.0,1,18-25,Domestic
10018295,False,2,150,75.0,6,18-25,Domestic
10018296,False,1,152,152.0,4,18-25,Domestic
10018297,False,2,130,65.0,1,18-25,International
10018298,True,2,304,152.0,15,18-25,Domestic
10018299,False,1,152,152.0,4,18-25,Domestic
10018300,True,2,202,101.0,22,26-40,Domestic
10018301,False,2,227,113.5,4,18-25,Domestic
10018302,False,1,75,75.0,8,18-25,Domestic
10018303,False,2,115,57.5,6,41-60,Domestic
10018304,False,1,152,152.0,1,18-25,Domestic
10018305,False,1,25,25.0,6,18-25,Domestic
10018306,False,1,25,25.0,4,18-25,Domestic
10018307,False,1,152,152.0,4,18-25,Domestic
10018308,True,2,115,57.5,21,41-60,Domestic
10018309,False,2,304,152.0,3,18-25,Domestic
10018310,False,2,202,101.0,7,<18,Domestic
10018311,False,2,242,121.0,6,18-25,Domestic
10018312,False,2,100,50.0,7,18-25,Domestic
10018313,True,1,20,20.0,15,60+,Domestic
10018314,False,2,150,75.0,7,18-25,International
10018315,False,1,90,90.0,8,26-40,Domestic
10018316,False,1,90,90.0,5,18-25,Domestic
10018317,False,2,60,30.0,5,<18,Domestic
10018318,False,1,25,25.0,2,26-40,Domestic
10018319,False,1,75,75.0,8,18-25,Domestic
10018320,False,1,152,152.0,2,18-25,Domestic
10018321,False,2,304,152.0,3,18-25,Domestic
10018322,False,1,25,25.0,2,26-40,Domestic
10018323,False,2,242,121.0,7,26-40,Domestic
10018324,False,1,40,40.0,7,26-40,Domestic
10018325,False,2,95,47.5,3,<18,Domestic
10018326,False,1,152,152.0,6,41-60,Domestic
10018327,False,1,152,152.0,3,26-40,Domestic
10018328,False,1,35,35.0,1,26-40,Domestic
10018329,False,1,40,40.0,6,26-40,International
10018330,False,2,90,45.0,1,<18,Domestic
10018331,False,2,100,50.0,7,41-60,Domestic
10018332,False,2,227,113.5,6,18-25,Domestic
10018333,False,1,75,75.0,5,18-25,Domestic
10018334,False,2,172,86.0,4,18-25,Domestic
10018335,False,2,304,152.0,3,26-40,Domestic
10018336,False,2,227,113.5,6,18-25,Domestic
10018337,False,1,152,152.0,7,26-40,International
10018338,False,1,75,75.0,4,<18,Domestic
10018339,False,2,242,121.0,3,41-60,Domestic
10018340,False,2,227,113.5,5,41-60,Domestic
10018341,False,1,75,75.0,8,18-25,Domestic
10018342,False,1,152,152.0,6,18-25,Domestic
10018343,False,1,35,35.0,4,18-25,Domestic
10018344,False,1,152,152.0,7,26-40,Domestic
10018345,False,1,40,40.0,8,41-60,Domestic
10018346,False,2,227,113.5,2,<18,Domestic
10018347,False,1,152,152.0,7,18-25,Domestic
10018348,False,1,152,152.0,6,<18,Domestic
10018349,False,2,192,96.0,7,<18,Domestic
10018350,False,2,227,113.5,3,18-25,Domestic
10018351,False,1,25,25.0,1,18-25,Domestic
10018352,True,2,115,57.5,23,<18,International
10018353,False,1,152,152.0,7,41-60,Domestic
10018354,False,2,304,152.0,3,26-40,Domestic
10018355,False,2,227,113.5,5,26-40,Domestic
10018356,False,1,152,152.0,8,18-25,Domestic
10018357,False,1,152,152.0,5,18-25,International
10018358,False,2,70,35.0,8,18-25,International
10018359,False,2,187,93.5,7,18-25,Domestic
10018360,False,2,304,152.0,8,18-25,Domestic
10018361,False,1,152,152.0,2,18-25,Domestic
10018362,False,2,130,65.0,4,26-40,Domestic
10018363,False,2,177,88.5,3,<18,Domestic
10018364,False,1,152,152.0,7,<18,Domestic
10018365,True,1,152,152.0,23,18-25,Domestic
10018366,False,2,125,62.5,4,26-40,Domestic
10018367,False,1,75,75.0,3,18-25,Domestic
10018368,False,2,95,47.5,5,41-60,Domestic
